0.00303	0.00525	0.00724	0.01060	0.01320	0.01549	0.01786	0.02064	0.02536
0.00372	0.00730	0.01051	0.01414	0.01679	0.01913	0.02158	0.02427	0.02843
0.00321	0.00588	0.00949	0.01333	0.01625	0.01903	0.02202	0.02486	0.02875
0.00366	0.00612	0.00893	0.01280	0.01585	0.01865	0.02146	0.02431	0.02832
0.00428	0.00692	0.00954	0.01289	0.01564	0.01849	0.02152	0.02409	0.02847
0.00347	0.00642	0.01001	0.01393	0.01709	0.02031	0.02354	0.02606	0.02981
0.00328	0.00769	0.01372	0.01823	0.02127	0.02392	0.02641	0.02869	0.03228
0.00216	0.00693	0.01256	0.01719	0.02040	0.02335	0.02624	0.02868	0.03219
0.00095	0.00438	0.01087	0.01592	0.01943	0.02265	0.02566	0.02804	0.03160
0.00076	0.00377	0.00940	0.01444	0.01810	0.02152	0.02492	0.02776	0.03107
0.00156	0.00423	0.01103	0.01624	0.01983	0.02314	0.02626	0.02861	0.03146
0.00112	0.00375	0.01031	0.01607	0.01987	0.02291	0.02563	0.02838	0.03111
0.00055	0.00320	0.01043	0.01679	0.02107	0.02464	0.02782	0.03069	0.03288
0.00065	0.00303	0.00973	0.01509	0.01876	0.02220	0.02569	0.02833	0.03020
0.00069	0.00261	0.00958	0.01481	0.01837	0.02167	0.02486	0.02713	0.02900
0.00080	0.00275	0.00919	0.01412	0.01747	0.02047	0.02311	0.02493	0.02687
0.00067	0.00265	0.01048	0.01545	0.01849	0.02114	0.02363	0.02540	0.02741
0.00065	0.00184	0.00805	0.01224	0.01517	0.01809	0.02066	0.02193	0.02415
0.00124	0.00275	0.01136	0.01686	0.02018	0.02281	0.02471	0.02617	0.02954
0.00087	0.00154	0.00939	0.01546	0.01959	0.02327	0.02624	0.02814	0.03129
0.00069	0.00145	0.01006	0.01659	0.02100	0.02491	0.02798	0.02983	0.03275
0.00052	0.00133	0.01147	0.01827	0.02263	0.02650	0.02976	0.03165	0.03393
0.00086	0.00112	0.01014	0.01658	0.02085	0.02475	0.02812	0.03019	0.03280
0.00068	0.00136	0.01084	0.01794	0.02274	0.02710	0.03069	0.03272	0.03509
0.00082	0.00116	0.00921	0.01635	0.02161	0.02665	0.03083	0.03305	0.03545
0.00072	0.00106	0.00823	0.01535	0.02076	0.02598	0.03032	0.03273	0.03527
0.00061	0.00104	0.00920	0.01714	0.02299	0.02831	0.03220	0.03431	0.03675
0.00088	0.00127	0.00951	0.01754	0.02350	0.02904	0.03327	0.03548	0.03791
0.00121	0.00139	0.00752	0.01531	0.02178	0.02835	0.03358	0.03595	0.03864
0.00092	0.00135	0.00756	0.01537	0.02196	0.02874	0.03418	0.03648	0.03888
0.00105	0.00161	0.00853	0.01743	0.02485	0.03228	0.03776	0.03986	0.04235
0.00126	0.00152	0.00610	0.01397	0.02131	0.02942	0.03610	0.03856	0.04152
0.00075	0.00138	0.00629	0.01339	0.01993	0.02728	0.03382	0.03658	0.03961
0.00046	0.00120	0.00681	0.01414	0.02070	0.02796	0.03449	0.03737	0.04004
0.00059	0.00151	0.00836	0.01616	0.02264	0.02938	0.03490	0.03713	0.03949
0.00053	0.00142	0.00672	0.01394	0.02050	0.02789	0.03440	0.03681	0.03903
0.00091	0.00182	0.00732	0.01388	0.01974	0.02647	0.03270	0.03515	0.03752
0.00063	0.00160	0.00535	0.01058	0.01588	0.02269	0.02993	0.03319	0.03598
0.00068	0.00146	0.00317	0.00682	0.01128	0.01769	0.02503	0.02842	0.03191
0.00110	0.00185	0.00377	0.00784	0.01268	0.01954	0.02740	0.03105	0.03436
0.00113	0.00183	0.00363	0.00782	0.01283	0.01985	0.02752	0.03073	0.03402
0.00085	0.00181	0.00431	0.00889	0.01405	0.02102	0.02833	0.03122	0.03454
0.00076	0.00191	0.00365	0.00729	0.01178	0.01829	0.02555	0.02858	0.03212
0.00103	0.00210	0.00324	0.00646	0.01061	0.01673	0.02375	0.02699	0.03074
0.00140	0.00219	0.00393	0.00736	0.01161	0.01779	0.02476	0.02774	0.03126
0.00141	0.00193	0.00321	0.00646	0.01078	0.01726	0.02465	0.02769	0.03112
0.00134	0.00198	0.00300	0.00621	0.01036	0.01642	0.02316	0.02599	0.02941
0.00130	0.00185	0.00315	0.00617	0.01009	0.01594	0.02250	0.02515	0.02836
0.00136	0.00255	0.00442	0.00759	0.01157	0.01749	0.02425	0.02709	0.03052
0.00110	0.00214	0.00387	0.00691	0.01074	0.01641	0.02292	0.02580	0.02964
0.00108	0.00212	0.00407	0.00845	0.01355	0.02053	0.02790	0.03087	0.03445
0.00112	0.00229	0.00560	0.01089	0.01649	0.02375	0.03106	0.03376	0.03650
0.00102	0.00204	0.00456	0.00902	0.01405	0.02088	0.02812	0.03098	0.03372
0.00041	0.00156	0.00307	0.00736	0.01244	0.01934	0.02649	0.02928	0.03236
0.00021	0.00143	0.00414	0.00877	0.01374	0.02013	0.02643	0.02884	0.03167
0.00031	0.00161	0.00432	0.00976	0.01540	0.02227	0.02856	0.03076	0.03331
0.00036	0.00170	0.00448	0.01038	0.01642	0.02368	0.03027	0.03262	0.03490
0.00036	0.00178	0.00491	0.00973	0.01465	0.02093	0.02738	0.02997	0.03158
0.00041	0.00121	0.00365	0.00957	0.01597	0.02414	0.03246	0.03622	0.04085
0.00083	0.00257	0.00598	0.01376	0.02160	0.03076	0.03906	0.04252	0.04627
0.00056	0.00222	0.00884	0.01757	0.02548	0.03445	0.04248	0.04557	0.04832
0.00063	0.00218	0.00834	0.01684	0.02450	0.03300	0.04046	0.04349	0.04648
0.00087	0.00242	0.01071	0.01994	0.02773	0.03603	0.04306	0.04586	0.04803
0.00127	0.00315	0.01329	0.02243	0.02966	0.03733	0.04421	0.04711	0.04870
0.00127	0.00282	0.01214	0.02145	0.02896	0.03686	0.04378	0.04680	0.04862
0.00123	0.00277	0.01033	0.01967	0.02783	0.03682	0.04479	0.04794	0.04973
0.00108	0.00317	0.01113	0.02027	0.02788	0.03599	0.04283	0.04535	0.04687
0.00122	0.00302	0.00767	0.01490	0.02193	0.03049	0.03888	0.04235	0.04570
0.00101	0.00245	0.00512	0.01247	0.02006	0.02897	0.03718	0.04092	0.04513
0.00106	0.00292	0.00639	0.01330	0.02008	0.02779	0.03446	0.03722	0.04119
0.00104	0.00302	0.00721	0.01381	0.02006	0.02709	0.03303	0.03531	0.03925
0.00100	0.00333	0.00849	0.01650	0.02390	0.03207	0.03871	0.04087	0.04359
0.00102	0.00345	0.01046	0.01844	0.02530	0.03281	0.03892	0.04053	0.04204
0.00111	0.00459	0.01293	0.02176	0.02901	0.03659	0.04234	0.04369	0.04540
0.00093	0.00458	0.01515	0.02475	0.03227	0.03984	0.04542	0.04681	0.04834
0.00090	0.00450	0.01613	0.02614	0.03391	0.04177	0.04766	0.04904	0.05019
0.00074	0.00334	0.01342	0.02333	0.03139	0.03971	0.04596	0.04739	0.04793
